time,remain,height,speed,pressure,longitude,latitude,attackAngle,sideslipAngle,dipAngle,heading,ballistic,heatFlow,FXGZ
1493.5,828749.6078,48923.046,4762.8285,13760.076,119.5497,23.7252,18.814,0,-50.9904,-151.2861,-0.2855,695.4005,1.0348
1494,826383.2737,48911.1702,4761.1929,13771.6772,119.5385,23.7066,18.8143,0,-51.0096,-151.3355,-0.286,695.1801,1.0357
1494.5,824017.7845,48899.2754,4759.5559,13783.3122,119.5274,23.688,18.8148,0,-51.0381,-151.3849,-0.2866,694.9597,1.0367
1495,821653.1429,48887.3617,4757.9175,13794.981,119.5164,23.6694,18.8151,0,-51.0573,-151.4343,-0.2872,694.7393,1.0376
1495.5,819289.3513,48875.4291,4756.2775,13806.6837,119.5053,23.6507,18.8156,0,-51.086,-151.4839,-0.2877,694.519,1.0386
1496,816926.4124,48863.4776,4754.6362,13818.4203,119.4943,23.6321,18.8159,0,-51.1053,-151.5335,-0.2883,694.2987,1.0396
1496.5,814564.3286,48851.5072,4752.9933,13830.1908,119.4832,23.6135,18.8164,0,-51.1342,-151.5831,-0.2888,694.0784,1.0405
1497,812203.1027,48839.5179,4751.3491,13841.9951,119.4722,23.5948,18.8167,0,-51.1534,-151.6328,-0.2894,693.8582,1.0415
1497.5,809842.7372,48827.5099,4749.7033,13853.8334,119.4613,23.5762,18.8172,0,-51.1825,-151.6826,-0.2899,693.638,1.0425
1498,807483.2349,48815.483,4748.0561,13865.7056,119.4503,23.5576,18.8175,0,-51.2018,-151.7324,-0.2905,693.4178,1.0434
1498.5,805124.5984,48803.4373,4746.4074,13877.6118,119.4394,23.5389,18.818,0,-51.231,-151.7823,-0.291,693.1977,1.0444
1499,802766.8304,48791.3728,4744.7572,13889.5518,119.4285,23.5203,18.8183,0,-51.2503,-151.8323,-0.2916,692.9775,1.0454
1499.5,800409.9337,48779.2895,4743.1055,13901.5259,119.4176,23.5016,18.8188,0,-51.2797,-151.8823,-0.2921,692.7574,1.0464
1500,798053.911,48767.1876,4741.4524,13913.534,119.4068,23.483,18.8191,0,-51.299,-151.9324,-0.2927,692.5373,1.0474
1500.5,795698.7652,48755.0668,4739.7977,13925.576,119.3959,23.4643,18.8196,0,-51.3285,-151.9825,-0.2933,692.3172,1.0484
1501,793344.4991,48742.9274,4738.1416,13937.6521,119.3851,23.4457,18.8199,0,-51.3479,-152.0327,-0.2938,692.0971,1.0493
1501.5,790991.1155,48730.7693,4736.4839,13949.7621,119.3744,23.427,18.8204,0,-51.3776,-152.083,-0.2944,691.877,1.0503
1502,788638.6172,48718.5926,4734.8248,13961.9062,119.3636,23.4084,18.8207,0,-51.3969,-152.1333,-0.2949,691.6569,1.0513
1502.5,786287.0074,48706.3971,4733.1641,13974.0843,119.3529,23.3897,18.8211,0,-51.4268,-152.1837,-0.2955,691.4368,1.0523
1503,783936.2887,48694.1831,4731.5019,13986.2965,119.3421,23.371,18.8215,0,-51.4462,-152.2342,-0.296,691.2167,1.0533
1503.5,781586.4643,48681.9505,4729.8383,13998.5427,119.3314,23.3524,18.8219,0,-51.4763,-152.2847,-0.2966,690.9966,1.0543
1504,779237.5371,48669.6993,4728.173,14010.8229,119.3208,23.3337,18.8223,0,-51.4956,-152.3353,-0.2971,690.7764,1.0553
1504.5,776889.5102,48657.4295,4726.5063,14023.1372,119.3101,23.315,18.8227,0,-51.5258,-152.3859,-0.2977,690.5563,1.0563
1505,774542.3865,48645.1412,4724.838,14035.4856,119.2995,23.2964,18.823,0,-51.5452,-152.4366,-0.2982,690.3361,1.0574
1505.5,772196.1693,48632.8344,4723.1682,14047.868,119.2889,23.2777,18.8235,0,-51.5756,-152.4874,-0.2988,690.1159,1.0584
1506,769850.8616,48620.5091,4721.4969,14060.2845,119.2783,23.259,18.8238,0,-51.5951,-152.5383,-0.2994,689.8956,1.0594
1506.5,767506.4666,48608.1653,4719.824,14072.7351,119.2678,23.2403,18.8243,0,-51.6255,-152.5892,-0.2999,689.6753,1.0604
1507,765162.9874,48595.8031,4718.1496,14085.2198,119.2573,23.2217,18.8246,0,-51.6452,-152.6402,-0.3005,689.455,1.0614
1507.5,762820.4274,48583.4225,4716.4736,14097.7385,119.2467,23.203,18.8251,0,-51.6756,-152.6912,-0.301,689.2347,1.0625
1508,760478.7896,48571.0234,4714.796,14110.2914,119.2363,23.1843,18.8254,0,-51.6954,-152.7423,-0.3016,689.0143,1.0635
1508.5,758138.0775,48558.6061,4713.1169,14122.8783,119.2258,23.1656,18.8259,0,-51.7258,-152.7935,-0.3021,688.7938,1.0645
1509,755798.2944,48546.1703,4711.4363,14135.4993,119.2154,23.1469,18.8262,0,-51.7459,-152.8447,-0.3027,688.5733,1.0656
1509.5,753459.4435,48533.7163,4709.754,14148.1545,119.205,23.1282,18.8266,0,-51.7761,-152.896,-0.3032,688.3527,1.0666
1510,751121.5284,48521.2439,4708.0702,14160.8436,119.1946,23.1096,18.8269,0,-51.7964,-152.9474,-0.3038,688.1321,1.0676
1510.5,748784.5523,48508.7533,4706.3848,14173.5669,119.1842,23.0909,18.8274,0,-51.8267,-152.9989,-0.3043,687.9114,1.0687
1511,746448.5188,48496.2445,4704.6978,14186.3243,119.1739,23.0722,18.8277,0,-51.8471,-153.0504,-0.3049,687.6907,1.0697
1511.5,744113.4314,48483.7174,4703.0093,14199.1157,119.1635,23.0535,18.8282,0,-51.8773,-153.1019,-0.3054,687.4699,1.0708
1512,741779.2936,48471.1722,4701.3191,14211.9413,119.1532,23.0348,18.8285,0,-51.898,-153.1536,-0.306,687.249,1.0718
1512.5,739446.109,48458.6088,4699.6274,14224.8009,119.143,23.0161,18.829,0,-51.9281,-153.2053,-0.3065,687.028,1.0729
1513,737113.8812,48446.0272,4697.934,14237.6945,119.1327,22.9974,18.8293,0,-51.9489,-153.2571,-0.3071,686.8069,1.0739
1513.5,734782.6139,48433.4276,4696.2391,14250.6222,119.1225,22.9787,18.8297,0,-51.9791,-153.3089,-0.3077,686.5858,1.075
1514,732452.3106,48420.8099,4694.5425,14263.584,119.1123,22.96,18.83,0,-52,-153.3609,-0.3082,686.3645,1.0761
1514.5,730122.9752,48408.1741,4692.8444,14276.5798,119.1021,22.9413,18.8305,0,-52.0303,-153.4129,-0.3088,686.1432,1.0771
1515,727794.6115,48395.5204,4691.1446,14289.6096,119.092,22.9225,18.8308,0,-52.0512,-153.4649,-0.3093,685.9218,1.0782
1515.5,725467.2232,48382.8486,4689.4432,14302.6735,119.0818,22.9038,18.8313,0,-52.0817,-153.517,-0.3099,685.7003,1.0792
1516,723140.8141,48370.1589,4687.7401,14315.7714,119.0717,22.8851,18.8316,0,-52.1026,-153.5692,-0.3104,685.4786,1.0803
1516.5,720815.3883,48357.4513,4686.0355,14328.9033,119.0616,22.8664,18.832,0,-52.1332,-153.6215,-0.311,685.2569,1.0814
1517,718490.9495,48344.7258,4684.3292,14342.0692,119.0516,22.8477,18.8323,0,-52.154,-153.6739,-0.3115,685.0351,1.0825
1517.5,716167.5019,48331.9824,4682.6212,14355.269,119.0415,22.829,18.8328,0,-52.1848,-153.7263,-0.3121,684.8131,1.0836
1518,713845.0493,48319.2212,4680.9117,14368.5028,119.0315,22.8103,18.8331,0,-52.2055,-153.7788,-0.3126,684.591,1.0846
1518.5,711523.596,48306.4422,4679.2004,14381.7706,119.0215,22.7915,18.8335,0,-52.2366,-153.8313,-0.3132,684.3688,1.0857
1519,709203.1459,48293.6455,4677.4876,14395.0722,119.0116,22.7728,18.8338,0,-52.2572,-153.8839,-0.3137,684.1464,1.0868
1519.5,706883.7032,48280.831,4675.773,14408.4078,119.0016,22.7541,18.8343,0,-52.2884,-153.9366,-0.3143,683.924,1.0879
1520,704565.2722,48267.9989,4674.0569,14421.7773,118.9917,22.7354,18.8346,0,-52.3089,-153.9894,-0.3148,683.7014,1.089
1520.5,702247.8571,48255.149,4672.339,14435.1807,118.9818,22.7166,18.8351,0,-52.3402,-154.0423,-0.3154,683.4786,1.0901
1521,699931.4622,48242.2816,4670.6195,14448.6178,118.9719,22.6979,18.8354,0,-52.3607,-154.0952,-0.3159,683.2557,1.0912
1521.5,697616.0919,48229.3966,4668.8983,14462.0889,118.9621,22.6792,18.8358,0,-52.3922,-154.1482,-0.3165,683.0327,1.0923
1522,695301.7504,48216.494,4667.1754,14475.5937,118.9523,22.6604,18.8361,0,-52.4125,-154.2012,-0.317,682.8095,1.0934
1522.5,692988.4424,48203.5739,4665.4509,14489.1323,118.9425,22.6417,18.8366,0,-52.4442,-154.2544,-0.3175,682.5861,1.0945
1523,690676.1722,48190.6364,4663.7246,14502.7046,118.9327,22.623,18.8369,0,-52.4646,-154.3076,-0.3181,682.3626,1.0956
1523.5,688364.9444,48177.6814,4661.9967,14516.3107,118.9229,22.6042,18.8373,0,-52.4963,-154.3609,-0.3186,682.1389,1.0967
1524,686054.7637,48164.709,4660.2671,14529.9505,118.9132,22.5855,18.8376,0,-52.517,-154.4142,-0.3192,681.915,1.0979
1524.5,683745.6346,48151.7192,4658.5358,14543.6239,118.9035,22.5668,18.838,0,-52.5485,-154.4676,-0.3197,681.691,1.099
1525,681437.5618,48138.7122,4656.8028,14557.3309,118.8938,22.548,18.8383,0,-52.5694,-154.5211,-0.3203,681.4668,1.1001
1525.5,679130.5502,48125.6878,4655.068,14571.0716,118.8841,22.5293,18.8388,0,-52.6007,-154.5747,-0.3208,681.2424,1.1012
1526,676824.6046,48112.6462,4653.3316,14584.8458,118.8745,22.5105,18.8391,0,-52.6218,-154.6284,-0.3214,681.0178,1.1024
1526.5,674519.7298,48099.5875,4651.5934,14598.6536,118.8649,22.4918,18.8395,0,-52.653,-154.6821,-0.3219,680.7931,1.1035
1527,672215.9307,48086.5115,4649.8536,14612.4948,118.8553,22.4731,18.8398,0,-52.6743,-154.7359,-0.3224,680.5681,1.1046
1527.5,669913.2123,48073.4185,4648.112,14626.3695,118.8458,22.4543,18.8403,0,-52.7052,-154.7898,-0.323,680.3429,1.1058
1528,667611.5797,48060.3084,4646.3687,14640.2776,118.8362,22.4356,18.8405,0,-52.7268,-154.8438,-0.3235,680.1176,1.1069
1528.5,665311.0379,48047.1813,4644.6236,14654.2191,118.8267,22.4168,18.841,0,-52.7579,-154.8978,-0.3241,679.892,1.108
1529,663011.5922,48034.0372,4642.8768,14668.1939,118.8172,22.3981,18.8413,0,-52.7793,-154.9519,-0.3246,679.6662,1.1092
1529.5,660713.2477,48020.8762,4641.1283,14682.202,118.8077,22.3793,18.8417,0,-52.8106,-155.0061,-0.3252,679.4402,1.1103
1530,658416.0098,48007.6983,4639.378,14696.2433,118.7983,22.3605,18.842,0,-52.8319,-155.0604,-0.3257,679.214,1.1115
1530.5,656119.8837,47994.5036,4637.626,14710.3178,118.7889,22.3418,18.8424,0,-52.8633,-155.1147,-0.3262,678.9875,1.1126
1531,653824.875,47981.292,4635.8722,14724.4254,118.7795,22.323,18.8427,0,-52.8845,-155.1692,-0.3268,678.7608,1.1138
1531.5,651530.989,47968.0638,4634.1167,14738.5662,118.7701,22.3043,18.8432,0,-52.9161,-155.2237,-0.3273,678.5339,1.115
1532,649238.2314,47954.8188,4632.3594,14752.7399,118.7608,22.2855,18.8434,0,-52.937,-155.2782,-0.3278,678.3067,1.1161
1532.5,646946.6077,47941.5573,4630.6003,14766.9466,118.7515,22.2668,18.8439,0,-52.9688,-155.3329,-0.3284,678.0793,1.1173
1533,644656.1236,47928.2791,4628.8395,14781.1862,118.7422,22.248,18.8442,0,-52.9896,-155.3876,-0.3289,677.8517,1.1184
1533.5,642366.7849,47914.9844,4627.0769,14795.4587,118.7329,22.2292,18.8446,0,-53.0215,-155.4424,-0.3294,677.6237,1.1196
1534,640078.5973,47901.6732,4625.3125,14809.764,118.7236,22.2105,18.8449,0,-53.0421,-155.4973,-0.33,677.3956,1.1208
1534.5,637791.5668,47888.3456,4623.5463,14824.102,118.7144,22.1917,18.8453,0,-53.0742,-155.5523,-0.3305,677.1671,1.122
1535,635505.6994,47875.0017,4621.7784,14838.4727,118.7052,22.1729,18.8456,0,-53.0948,-155.6074,-0.331,676.9384,1.1231
1535.5,633221.0011,47861.6414,4620.0086,14852.8759,118.696,22.1542,18.846,0,-53.1269,-155.6625,-0.3316,676.7094,1.1243
1536,630937.4779,47848.2648,4618.2371,14867.3117,118.6869,22.1354,18.8463,0,-53.1477,-155.7177,-0.3321,676.4802,1.1255
1536.5,628655.1361,47834.8721,4616.4637,14881.7799,118.6777,22.1166,18.8467,0,-53.1795,-155.773,-0.3326,676.2506,1.1267
1537,626373.9819,47821.4632,4614.6886,14896.2805,118.6686,22.0979,18.847,0,-53.2006,-155.8284,-0.3332,676.0208,1.1279
1537.5,624094.0218,47808.0383,4612.9116,14910.8134,118.6596,22.0791,18.8474,0,-53.2321,-155.8838,-0.3337,675.7906,1.1291
1538,621815.262,47794.5973,4611.1329,14925.3785,118.6505,22.0603,18.8477,0,-53.2534,-155.9394,-0.3342,675.5602,1.1303
1538.5,619537.7091,47781.1404,4609.3523,14939.9758,118.6415,22.0416,18.8481,0,-53.2846,-155.995,-0.3347,675.3295,1.1314
1539,617261.3698,47767.6675,4607.5699,14954.6051,118.6325,22.0228,18.8484,0,-53.3062,-156.0507,-0.3353,675.0984,1.1327
1539.5,614986.2506,47754.1789,4605.7857,14969.2664,118.6235,22.004,18.8488,0,-53.3374,-156.1065,-0.3358,674.8671,1.1338
1540,612712.3584,47740.6745,4603.9996,14983.9595,118.6145,21.9852,18.8491,0,-53.3589,-156.1624,-0.3363,674.6354,1.1351
1540.5,610439.6999,47727.1543,4602.2117,14998.6844,118.6056,21.9665,18.8495,0,-53.3903,-156.2183,-0.3368,674.4034,1.1363
1541,608168.2822,47713.6186,4600.422,15013.441,118.5967,21.9477,18.8498,0,-53.4115,-156.2743,-0.3373,674.171,1.1375
1541.5,605898.1121,47700.0673,4598.6305,15028.2292,118.5878,21.9289,18.8502,0,-53.443,-156.3304,-0.3379,673.9384,1.1387
1542,603629.1969,47686.5005,4596.8371,15043.0488,118.5789,21.9101,18.8505,0,-53.464,-156.3866,-0.3384,673.7053,1.1399
1542.5,601361.5438,47672.9182,4595.0418,15057.8999,118.5701,21.8914,18.8509,0,-53.4957,-156.4429,-0.3389,673.472,1.1411
1543,599095.1599,47659.3207,4593.2447,15072.7822,118.5613,21.8726,18.8511,0,-53.5165,-156.4993,-0.3394,673.2383,1.1423
1543.5,596830.0529,47645.7078,4591.4458,15087.6957,118.5525,21.8538,18.8515,0,-53.5483,-156.5557,-0.3399,673.0042,1.1435
1544,594566.23,47632.0797,4589.6449,15102.6403,118.5437,21.835,18.8518,0,-53.5688,-156.6123,-0.3404,672.7697,1.1448
1544.5,592303.699,47618.4365,4587.8423,15117.6157,118.535,21.8162,18.8522,0,-53.6007,-156.6689,-0.341,672.5349,1.146
1545,590042.4674,47604.7783,4586.0377,15132.622,118.5263,21.7974,18.8525,0,-53.6213,-156.7256,-0.3415,672.2997,1.1472
1545.5,587782.5432,47591.1051,4584.2313,15147.6591,118.5176,21.7787,18.8529,0,-53.653,-156.7824,-0.342,672.0642,1.1485
1546,585523.9341,47577.417,4582.423,15162.7266,118.5089,21.7599,18.8532,0,-53.6738,-156.8392,-0.3425,671.8282,1.1497
1546.5,583266.6483,47563.7141,4580.6128,15177.8246,118.5003,21.7411,18.8536,0,-53.7052,-156.8962,-0.343,671.5919,1.1509
1547,581010.6937,47549.9964,4578.8007,15192.953,118.4917,21.7223,18.8538,0,-53.7263,-156.9532,-0.3435,671.3551,1.1522
1547.5,578756.0787,47536.2641,4576.9868,15208.1115,118.4831,21.7035,18.8542,0,-53.7572,-157.0104,-0.344,671.118,1.1534
1548,576502.8115,47522.5173,4575.1709,15223.3,118.4745,21.6847,18.8545,0,-53.7786,-157.0676,-0.3445,670.8804,1.1547
1548.5,574250.9007,47508.756,4573.3532,15238.5184,118.466,21.666,18.8549,0,-53.8094,-157.1249,-0.345,670.6424,1.1559
1549,572000.3546,47494.9803,4571.5335,15253.7666,118.4575,21.6472,18.8551,0,-53.8307,-157.1823,-0.3455,670.404,1.1572
1549.5,569751.1821,47481.1903,4569.712,15269.0444,118.449,21.6284,18.8555,0,-53.8617,-157.2398,-0.346,670.1652,1.1584
1550,567503.392,47467.3861,4567.8885,15284.3516,118.4405,21.6096,18.8558,0,-53.8826,-157.2973,-0.3465,669.9259,1.1597
1550.5,565256.993,47453.5678,4566.0632,15299.6881,118.4321,21.5908,18.8562,0,-53.9137,-157.355,-0.347,669.6862,1.1609
1551,563011.9944,47439.7355,4564.2359,15315.0537,118.4236,21.572,18.8564,0,-53.9344,-157.4127,-0.3474,669.4461,1.1622
1551.5,560768.4052,47425.8892,4562.4067,15330.4483,118.4153,21.5532,18.8568,0,-53.9656,-157.4705,-0.3479,669.2055,1.1634
1552,558526.2347,47412.0292,4560.5756,15345.8716,118.4069,21.5344,18.8571,0,-53.9859,-157.5284,-0.3484,668.9644,1.1647
1552.5,556285.4923,47398.1554,4558.7425,15361.3236,118.3985,21.5156,18.8575,0,-54.0172,-157.5864,-0.3489,668.7229,1.166
1553,554046.1774,47384.335,4556.9074,15376.6687,118.3902,21.4969,18.8577,0,-4.0174,-157.6359,-0.3414,668.4779,1.1672
1553.5,551808.0288,47371.1363,4555.0692,15390.7573,118.3819,21.4781,18.8575,0,62.496,-157.6042,-0.3296,668.2041,1.1683
1554,549570.6763,47357.9225,4553.2292,15404.8757,118.3736,21.4593,18.8579,0,55.3752,-157.5496,-0.3338,667.9301,1.1695
1554.5,547334.1003,47344.6267,4551.3876,15419.1594,118.3653,21.4405,18.8583,0,55.3008,-157.4964,-0.3355,667.6587,1.1707
1555,545098.3036,47331.2706,4549.5443,15433.5643,118.3569,21.4218,18.8586,0,55.2567,-157.4433,-0.3371,667.389,1.1719
1555.5,542863.2876,47317.8573,4547.6992,15448.0846,118.3485,21.4031,18.859,0,55.1971,-157.3901,-0.3387,667.1208,1.1731
1556,540629.0534,47304.3899,4545.8524,15462.7144,118.3402,21.3844,18.8593,0,55.162,-157.3368,-0.3401,666.8541,1.1743
1556.5,538395.6023,47290.8709,4544.0039,15477.4485,118.3318,21.3657,18.8597,0,55.1144,-157.2835,-0.3415,666.5885,1.1755
1557,536162.9354,47277.303,4542.1536,15492.2819,118.3234,21.347,18.8599,0,55.0871,-157.2301,-0.3429,666.3242,1.1768
1557.5,533931.0541,47263.6885,4540.3015,15507.21,118.3149,21.3283,18.8603,0,55.0502,-157.1767,-0.3442,666.0608,1.178
1558,531699.9593,47250.0296,4538.4475,15522.2285,118.3065,21.3097,18.8606,0,55.0293,-157.1232,-0.3454,665.7984,1.1792
1558.5,529469.6525,47236.3284,4536.5918,15537.3333,118.298,21.291,18.861,0,55.0019,-157.0697,-0.3466,665.5368,1.1805
1559,527240.1346,47222.5867,4534.7342,15552.5206,118.2896,21.2724,18.8613,0,54.9864,-157.0161,-0.3477,665.2759,1.1817
1559.5,525011.4069,47208.8065,4532.8748,15567.7869,118.2811,21.2538,18.8616,0,54.9673,-156.9624,-0.3488,665.0157,1.183
1560,522783.4706,47194.9894,4531.0135,15583.129,118.2726,21.2352,18.8619,0,54.9566,-156.9087,-0.3499,664.7561,1.1842
1560.5,520556.3269,47181.1369,4529.1503,15598.5438,118.2641,21.2166,18.8623,0,54.9447,-156.8549,-0.3509,664.4969,1.1855
1561,518329.9768,47167.2505,4527.2852,15614.0283,118.2556,21.1981,18.8625,0,54.9382,-156.801,-0.3519,664.2382,1.1868
1561.5,516104.4215,47153.3315,4525.4182,15629.58,118.247,21.1795,18.8629,0,54.9326,-156.747,-0.3528,663.9798,1.1881
1562,513879.6622,47139.3813,4523.5493,15645.1963,118.2385,21.161,18.8631,0,54.9303,-156.6929,-0.3538,663.7217,1.1893
1562.5,511655.7001,47125.4011,4521.6785,15660.8749,118.2299,21.1425,18.8635,0,54.9295,-156.6388,-0.3547,663.4639,1.1906
1563,509432.5362,47111.3919,4519.8058,15676.6136,118.2213,21.124,18.8638,0,54.9309,-156.5846,-0.3555,663.2063,1.1919
1563.5,507210.1718,47097.3547,4517.9311,15692.4103,118.2128,21.1055,18.8641,0,54.9344,-156.5303,-0.3564,662.9487,1.1932
1564,504988.608,47083.2906,4516.0545,15708.2633,118.2041,21.087,18.8644,0,54.939,-156.4759,-0.3572,662.6913,1.1945
1564.5,502767.8459,47069.2005,4514.1759,15724.1706,118.1955,21.0686,18.8647,0,54.9468,-156.4214,-0.358,662.4339,1.1958
1565,500547.8867,47055.0851,4512.2954,15740.1307,118.1869,21.0501,18.865,0,54.9536,-156.3669,-0.3588,662.1766,1.1971
1565.5,498328.7315,47040.9453,4510.4129,15756.1421,118.1782,21.0317,18.8653,0,54.9652,-156.3122,-0.3595,661.9192,1.1985
1566,496110.3815,47026.7817,4508.5284,15772.2033,118.1696,21.0133,18.8656,0,54.9739,-156.2574,-0.3603,661.6617,1.1998
1566.5,493892.8379,47012.5952,4506.6419,15788.3129,118.1609,20.9949,18.8659,0,54.9888,-156.2026,-0.361,661.4041,1.2011
1567,491676.1016,46998.3862,4504.7534,15804.4697,118.1522,20.9765,18.8661,0,54.9991,-156.1477,-0.3617,661.1464,1.2024
1567.5,489460.174,46984.1554,4502.863,15820.6727,118.1435,20.9582,18.8665,0,55.017,-156.0926,-0.3624,660.8885,1.2038
1568,487245.0562,46969.9033,4500.9705,15836.9206,118.1348,20.9398,18.8667,0,55.029,-156.0375,-0.3631,660.6304,1.2051
1568.5,485030.7493,46955.6305,4499.076,15853.2125,118.1261,20.9215,18.8671,0,55.0491,-155.9822,-0.3638,660.3722,1.2064
1569,482817.2545,46941.3373,4497.1794,15869.5475,118.1173,20.9032,18.8673,0,55.063,-155.9269,-0.3644,660.1136,1.2078
1569.5,480604.5729,46927.0244,4495.2809,15885.9247,118.1085,20.8849,18.8676,0,55.0846,-155.8715,-0.3651,659.8548,1.2091
1570,478392.7057,46912.692,4493.3803,15902.3433,118.0998,20.8666,18.8679,0,55.1002,-155.8159,-0.3657,659.5958,1.2105
1570.5,476181.654,46898.3405,4491.4777,15918.8027,118.091,20.8483,18.8682,0,55.1235,-155.7603,-0.3664,659.3364,1.2118
1571,473971.4191,46883.9703,4489.573,15935.3019,118.0822,20.8301,18.8684,0,55.1403,-155.7046,-0.367,659.0767,1.2132
1571.5,471762.0021,46869.5817,4487.6663,15951.8406,118.0733,20.8118,18.8687,0,55.1654,-155.6487,-0.3676,658.8166,1.2145
1572,469553.4041,46855.175,4485.7575,15968.418,118.0645,20.7936,18.869,0,55.1828,-155.5928,-0.3682,658.5562,1.2159
1572.5,467345.6263,46840.7506,4483.8467,15985.0337,118.0557,20.7754,18.8693,0,55.2095,-155.5367,-0.3689,658.2955,1.2173
1573,465138.6699,46826.3086,4481.9337,16001.687,118.0468,20.7572,18.8695,0,55.2273,-155.4806,-0.3695,658.0343,1.2186
1573.5,462932.5361,46811.8492,4480.0188,16018.3777,118.0379,20.739,18.8698,0,55.2555,-155.4243,-0.3701,657.7727,1.22
1574,460727.2261,46797.3728,4478.1017,16035.1052,118.029,20.7209,18.8701,0,55.2739,-155.3679,-0.3707,657.5108,1.2214
1574.5,458522.741,46782.8795,4476.1826,16051.8691,118.0201,20.7027,18.8704,0,55.3032,-155.3115,-0.3712,657.2484,1.2227
1575,456319.082,46768.3695,4474.2614,16068.6692,118.0112,20.6846,18.8706,0,55.3227,-155.2549,-0.3718,656.9856,1.2241
1575.5,454116.2504,46753.843,4472.338,16085.5051,118.0023,20.6665,18.8709,0,55.3523,-155.1982,-0.3724,656.7223,1.2255
1576,451914.2472,46739.3001,4470.4126,16102.3764,117.9933,20.6484,18.8711,0,55.3728,-155.1414,-0.373,656.4586,1.2269
1576.5,449713.0738,46724.7409,4468.4851,16119.283,117.9844,20.6303,18.8714,0,55.403,-155.0845,-0.3736,656.1944,1.2283
1577,447512.7313,46710.1657,4466.5555,16136.2245,117.9754,20.6123,18.8716,0,55.424,-155.0274,-0.3741,655.9297,1.2297
1577.5,445313.2209,46695.5744,4464.6238,16153.2009,117.9664,20.5942,18.872,0,55.4552,-154.9703,-0.3747,655.6646,1.2311
1578,443114.5439,46680.9673,4462.69,16170.2117,117.9574,20.5762,18.8722,0,55.4763,-154.9131,-0.3753,655.399,1.2325
1578.5,440916.7014,46666.3445,4460.754,16187.257,117.9484,20.5582,18.8725,0,55.5083,-154.8557,-0.3758,655.1329,1.2339
1579,438719.6947,46651.7059,4458.8159,16204.3365,117.9393,20.5402,18.8727,0,55.5293,-154.7982,-0.3764,654.8663,1.2353
1579.5,436523.525,46637.0518,4456.8757,16221.4501,117.9303,20.5222,18.873,0,55.5621,-154.7406,-0.377,654.5991,1.2367
1580,434328.1935,46622.3821,4454.9334,16238.5977,117.9212,20.5042,18.8732,0,55.5836,-154.6829,-0.3775,654.3315,1.2381
1580.5,432133.7014,46607.6969,4452.9889,16255.7792,117.9122,20.4863,18.8735,0,55.6166,-154.6251,-0.3781,654.0634,1.2395
1581,429940.0501,46592.9963,4451.0423,16272.9944,117.9031,20.4683,18.8737,0,55.6388,-154.5672,-0.3787,653.7947,1.2409
1581.5,427747.2407,46578.2803,4449.0935,16290.2434,117.894,20.4504,18.874,0,55.6716,-154.5092,-0.3792,653.5255,1.2423
1582,425555.2744,46563.5491,4447.1426,16307.5259,117.8848,20.4325,18.8742,0,55.6945,-154.451,-0.3798,653.2558,1.2437
1582.5,423364.1526,46548.8025,4445.1896,16324.8422,117.8757,20.4146,18.8745,0,55.7279,-154.3927,-0.3803,652.9856,1.2452
1583,421173.8765,46534.0407,4443.2344,16342.1919,117.8666,20.3968,18.8747,0,55.7506,-154.3344,-0.3809,652.7148,1.2466
1583.5,418984.4473,46519.2636,4441.277,16359.5752,117.8574,20.3789,18.875,0,55.7846,-154.2759,-0.3815,652.4435,1.248
1584,416795.8663,46504.4714,4439.3175,16376.992,117.8482,20.3611,18.8752,0,55.807,-154.2172,-0.382,652.1716,1.2494
1584.5,414608.1348,46489.6639,4437.3558,16394.4424,117.839,20.3433,18.8754,0,55.8415,-154.1585,-0.3826,651.8992,1.2509
1585,412421.2541,46474.8413,4435.3919,16411.9263,117.8298,20.3255,18.8756,0,55.8639,-154.0997,-0.3831,651.6262,1.2523
1585.5,410235.2254,46460.0035,4433.4258,16429.4437,117.8206,20.3077,18.8759,0,55.8986,-154.0407,-0.3837,651.3527,1.2538
1586,408050.05,46445.1505,4431.4576,16446.9947,117.8114,20.2899,18.8761,0,55.9217,-153.9816,-0.3843,651.0786,1.2552
1586.5,405865.7291,46430.2823,4429.4872,16464.5792,117.8021,20.2722,18.8764,0,55.9559,-153.9224,-0.3848,650.804,1.2566
1587,403682.2642,46415.399,4427.5145,16482.1974,117.7929,20.2544,18.8766,0,55.9796,-153.8631,-0.3854,650.5288,1.2581
1587.5,401499.6565,46400.5005,4425.5397,16499.8493,117.7836,20.2367,18.8768,0,56.0142,-153.8036,-0.386,650.253,1.2595
1588,399317.9073,46385.5868,4423.5627,16517.5348,117.7743,20.219,18.877,0,56.0376,-153.744,-0.3865,649.9767,1.261
1588.5,397137.0179,46370.6579,4421.5835,16535.2542,117.765,20.2013,18.8773,0,56.0726,-153.6844,-0.3871,649.6998,1.2624
1589,394956.9896,46355.7138,4419.6021,16553.0073,117.7557,20.1837,18.8775,0,56.0956,-153.6246,-0.3877,649.4224,1.2639
1589.5,392777.8238,46340.7544,4417.6185,16570.7944,117.7463,20.166,18.8777,0,56.131,-153.5646,-0.3882,649.1443,1.2654
1590,390599.5218,46325.7798,4415.6327,16588.6154,117.737,20.1484,18.8779,0,56.154,-153.5046,-0.3888,648.8657,1.2668
1590.5,388422.0848,46310.7899,4413.6446,16606.4705,117.7276,20.1308,18.8782,0,56.1895,-153.4444,-0.3894,648.5866,1.2683
